heart_rate,motion
136,11.6892
135,11.6892
134,11.6892
134,11.6892
132,11.6892
131,11.6892
131,11.6892
124,11.6892
124,11.6892
123,11.6892
113,11.6892
146,11.7216
146,11.7216
136,11.7216
135,11.7216
135,11.7216
134,11.7216
134,11.7216
133,11.7216
132,11.7216
132,11.7216
130,11.7216
129,11.7216
129,11.7216
129,11.7216
128,11.7216
128,11.7216
126,11.7216
123,11.7216
123,11.7216
123,11.7216
142,11.7576
142,11.7576
141,11.7576
141,11.7576
140,11.7576
139,11.7576
139,11.7576
138,11.7576
138,11.7576
137,11.7576
137,11.7576
137,11.7576
137,11.7576
137,11.7576
135,11.7576
134,11.7576
133,11.7576
132,11.7576
132,11.7576
132,11.7576
132,11.7576
131,11.7576
129,11.7576
128,11.7576
121,11.7576
118,11.7576
111,11.7576
146,11.79
145,11.79
145,11.79
144,11.79
144,11.79
144,11.79
143,11.79
139,11.79
138,11.79
137,11.79
137,11.79
135,11.79
134,11.79
133,11.79
128,11.79
127,11.79
127,11.79
123,11.79
122,11.79
122,11.79
118,11.79
146,11.8224
145,11.8224
145,11.8224
145,11.8224
144,11.8224
143,11.8224
143,11.8224
142,11.8224
142,11.8224
142,11.8224
142,11.8224
141,11.8224
141,11.8224
141,11.8224
141,11.8224
140,11.8224
140,11.8224
140,11.8224
139,11.8224
138,11.8224
137,11.8224
136,11.8224
135,11.8224
134,11.8224
133,11.8224
131,11.8224
130,11.8224
129,11.8224
126,11.8224
117,11.8224
145,11.8584
144,11.8584
144,11.8584
144,11.8584
143,11.8584
143,11.8584
142,11.8584
141,11.8584
140,11.8584
139,11.8584
139,11.8584
138,11.8584
137,11.8584
137,11.8584
136,11.8584
135,11.8584
135,11.8584
134,11.8584
132,11.8584
130,11.8584
125,11.8584
124,11.8584
145,11.8908
145,11.8908
145,11.8908
144,11.8908
144,11.8908
143,11.8908
143,11.8908
140,11.8908
140,11.8908
140,11.8908
140,11.8908
139,11.8908
139,11.8908
137,11.8908
137,11.8908
136,11.8908
136,11.8908
133,11.8908
133,11.8908
131,11.8908
129,11.8908
128,11.8908
125,11.8908
146,11.9232
146,11.9232
145,11.9232
145,11.9232
143,11.9232
143,11.9232
143,11.9232
142,11.9232
142,11.9232
141,11.9232
141,11.9232
141,11.9232
141,11.9232
139,11.9232
138,11.9232
136,11.9232
136,11.9232
134,11.9232
134,11.9232
133,11.9232
133,11.9232
146,11.9592
145,11.9592
145,11.9592
144,11.9592
143,11.9592
139,11.9592
139,11.9592
139,11.9592
137,11.9592
137,11.9592
137,11.9592
136,11.9592
136,11.9592
136,11.9592
135,11.9592
133,11.9592
133,11.9592
133,11.9592
132,11.9592
132,11.9592
131,11.9592
129,11.9592
129,11.9592
128,11.9592
125,11.9592
122,11.9592
103,11.9592
146,11.9916
145,11.9916
145,11.9916
145,11.9916
144,11.9916
144,11.9916
141,11.9916
139,11.9916
139,11.9916
139,11.9916
138,11.9916
138,11.9916
137,11.9916
134,11.9916
133,11.9916
130,11.9916
129,11.9916
129,11.9916
125,11.9916
90,11.9916
146,12.024
145,12.024
142,12.024
142,12.024
142,12.024
142,12.024
141,12.024
140,12.024
140,12.024
140,12.024
140,12.024
139,12.024
139,12.024
138,12.024
137,12.024
136,12.024
136,12.024
136,12.024
136,12.024
136,12.024
135,12.024
135,12.024
134,12.024
132,12.024
132,12.024
132,12.024
131,12.024
131,12.024
129,12.024
128,12.024
125,12.024
124,12.024
113,12.024
110,12.024
146,12.06
145,12.06
145,12.06
144,12.06
96,12.06
140,12.1932
140,12.1932
140,12.1932
140,12.1932
139,12.1932
139,12.1932
137,12.1932
137,12.1932
135,12.1932
135,12.1932
134,12.1932
133,12.1932
132,12.1932
132,12.1932
131,12.1932
130,12.1932
129,12.1932
128,12.1932
128,12.1932
114,12.1932
146,12.2256
145,12.2256
144,12.2256
143,12.2256
143,12.2256
142,12.2256
141,12.2256
140,12.2256
140,12.2256
139,12.2256
138,12.2256
138,12.2256
137,12.2256
137,12.2256
136,12.2256
136,12.2256
136,12.2256
136,12.2256
135,12.2256
134,12.2256
131,12.2256
131,12.2256
131,12.2256
129,12.2256
126,12.2256
120,12.2256
116,12.2256
116,12.2256
146,12.2616
146,12.2616
145,12.2616
145,12.2616
145,12.2616
145,12.2616
145,12.2616
145,12.2616
145,12.2616
143,12.2616
142,12.2616
142,12.2616
141,12.2616
140,12.2616
140,12.2616
138,12.2616
137,12.2616
136,12.2616
136,12.2616
135,12.2616
135,12.2616
134,12.2616
134,12.2616
133,12.2616
131,12.2616
127,12.2616
125,12.2616
100,12.2616
146,12.294
146,12.294
145,12.294
144,12.294
144,12.294
143,12.294
142,12.294
141,12.294
141,12.294
141,12.294
140,12.294
138,12.294
138,12.294
136,12.294
136,12.294
136,12.294
135,12.294
134,12.294
131,12.294
131,12.294
130,12.294
144,12.3264
144,12.3264
144,12.3264
143,12.3264
143,12.3264
142,12.3264
142,12.3264
141,12.3264
141,12.3264
140,12.3264
139,12.3264
139,12.3264
139,12.3264
138,12.3264
137,12.3264
137,12.3264
136,12.3264
136,12.3264
136,12.3264
135,12.3264
135,12.3264
134,12.3264
134,12.3264
134,12.3264
133,12.3264
133,12.3264
131,12.3264
131,12.3264
130,12.3264
130,12.3264
128,12.3264
124,12.3264
108,12.3264
146,12.3624
146,12.3624
146,12.3624
146,12.3624
146,12.3624
145,12.3624
145,12.3624
145,12.3624
144,12.3624
144,12.3624
144,12.3624
144,12.3624
143,12.3624
143,12.3624
143,12.3624
143,12.3624
143,12.3624
143,12.3624
143,12.3624
143,12.3624
142,12.3624
141,12.3624
140,12.3624
140,12.3624
140,12.3624
140,12.3624
139,12.3624
139,12.3624
