heart_rate,motion
139,12.3624
145,12.564
144,12.564
144,12.564
141,12.564
141,12.564
141,12.564
140,12.564
139,12.564
136,12.564
133,12.564
132,12.564
131,12.564
129,12.564
128,12.564
146,12.5964
146,12.5964
145,12.5964
144,12.5964
142,12.5964
142,12.5964
140,12.5964
140,12.5964
140,12.5964
139,12.5964
138,12.5964
137,12.5964
136,12.5964
134,12.5964
132,12.5964
117,12.5964
146,12.6288
146,12.6288
146,12.6288
146,12.6288
146,12.6288
146,12.6288
146,12.6288
145,12.6288
145,12.6288
144,12.6288
144,12.6288
144,12.6288
144,12.6288
143,12.6288
143,12.6288
143,12.6288
142,12.6288
142,12.6288
142,12.6288
142,12.6288
141,12.6288
141,12.6288
140,12.6288
140,12.6288
139,12.6288
138,12.6288
137,12.6288
135,12.6288
133,12.6288
145,12.6648
145,12.6648
144,12.6648
144,12.6648
144,12.6648
143,12.6648
142,12.6648
142,12.6648
141,12.6648
141,12.6648
140,12.6648
140,12.6648
140,12.6648
139,12.6648
139,12.6648
139,12.6648
138,12.6648
138,12.6648
137,12.6648
136,12.6648
136,12.6648
136,12.6648
134,12.6648
146,12.6972
146,12.6972
146,12.6972
145,12.6972
144,12.6972
144,12.6972
143,12.6972
143,12.6972
143,12.6972
142,12.6972
142,12.6972
141,12.6972
141,12.6972
141,12.6972
140,12.6972
139,12.6972
139,12.6972
139,12.6972
138,12.6972
138,12.6972
137,12.6972
136,12.6972
135,12.6972
135,12.6972
133,12.6972
132,12.6972
127,12.6972
124,12.6972
122,12.6972
116,12.6972
114,12.6972
146,12.7296
145,12.7296
145,12.7296
144,12.7296
143,12.7296
143,12.7296
142,12.7296
142,12.7296
141,12.7296
139,12.7296
139,12.7296
138,12.7296
138,12.7296
138,12.7296
136,12.7296
136,12.7296
135,12.7296
133,12.7296
132,12.7296
132,12.7296
130,12.7296
121,12.7296
146,12.7656
145,12.7656
144,12.7656
144,12.7656
143,12.7656
143,12.7656
142,12.7656
141,12.7656
141,12.7656
141,12.7656
140,12.7656
138,12.7656
137,12.7656
137,12.7656
137,12.7656
136,12.7656
135,12.7656
135,12.7656
134,12.7656
134,12.7656
132,12.7656
131,12.7656
131,12.7656
130,12.7656
121,12.7656
146,12.798
146,12.798
145,12.798
144,12.798
144,12.798
143,12.798
142,12.798
141,12.798
141,12.798
140,12.798
140,12.798
140,12.798
140,12.798
140,12.798
140,12.798
140,12.798
137,12.798
137,12.798
136,12.798
136,12.798
135,12.798
132,12.798
130,12.798
126,12.798
145,12.8304
143,12.8304
143,12.8304
142,12.8304
142,12.8304
142,12.8304
141,12.8304
141,12.8304
140,12.8304
138,12.8304
138,12.8304
138,12.8304
138,12.8304
136,12.8304
136,12.8304
134,12.8304
130,12.8304
146,12.8664
146,12.8664
146,12.8664
146,12.8664
145,12.8664
145,12.8664
144,12.8664
144,12.8664
144,12.8664
143,12.8664
143,12.8664
142,12.8664
137,12.8664
136,12.8664
135,12.8664
130,12.8664
129,12.8664
129,12.8664
146,12.8988
146,12.8988
146,12.8988
145,12.8988
144,12.8988
144,12.8988
143,12.8988
143,12.8988
143,12.8988
142,12.8988
141,12.8988
140,12.8988
139,12.8988
138,12.8988
138,12.8988
137,12.8988
136,12.8988
136,12.8988
135,12.8988
134,12.8988
132,12.8988
132,12.8988
127,12.8988
146,12.9312
146,12.9312
145,12.9312
145,12.9312
143,12.9312
142,12.9312
142,12.9312
139,12.9312
139,12.9312
138,12.9312
136,12.9312
136,12.9312
134,12.9312
133,12.9312
132,12.9312
131,12.9312
130,12.9312
146,12.9672
146,12.9672
145,12.9672
145,12.9672
145,12.9672
144,12.9672
143,12.9672
140,12.9672
139,12.9672
138,12.9672
134,12.9672
134,12.9672
131,12.9672
146,12.9996
146,12.9996
145,12.9996
145,12.9996
145,12.9996
144,12.9996
143,12.9996
143,12.9996
142,12.9996
141,12.9996
140,12.9996
140,12.9996
139,12.9996
138,12.9996
137,12.9996
136,12.9996
146,13.032
146,13.032
146,13.032
146,13.032
145,13.032
145,13.032
145,13.032
143,13.032
143,13.032
141,13.032
141,13.032
140,13.032
140,13.032
138,13.032
138,13.032
136,13.032
135,13.032
133,13.032
133,13.032
131,13.032
123,13.032
146,13.068
146,13.068
146,13.068
145,13.068
145,13.068
145,13.068
145,13.068
145,13.068
144,13.068
142,13.068
142,13.068
141,13.068
140,13.068
140,13.068
138,13.068
138,13.068
135,13.068
133,13.068
132,13.068
132,13.068
128,13.068
146,13.1004
146,13.1004
145,13.1004
145,13.1004
144,13.1004
143,13.1004
143,13.1004
143,13.1004
142,13.1004
142,13.1004
142,13.1004
142,13.1004
141,13.1004
140,13.1004
140,13.1004
140,13.1004
137,13.1004
136,13.1004
134,13.1004
131,13.1004
130,13.1004
146,13.1328
146,13.1328
146,13.1328
146,13.1328
145,13.1328
145,13.1328
145,13.1328
144,13.1328
144,13.1328
144,13.1328
142,13.1328
142,13.1328
141,13.1328
141,13.1328
140,13.1328
138,13.1328
138,13.1328
137,13.1328
137,13.1328
136,13.1328
134,13.1328
133,13.1328
148,13.1688
148,13.1688
147,13.1688
146,13.1688
144,13.1688
142,13.1688
140,13.1688
138,13.1688
136,13.1688
136,13.1688
135,13.1688
134,13.1688
131,13.1688
127,13.1688
149,13.2012
149,13.2012
148,13.2012
147,13.2012
147,13.2012
147,13.2012
146,13.2012
146,13.2012
145,13.2012
145,13.2012
144,13.2012
143,13.2012
143,13.2012
140,13.2012
140,13.2012
134,13.2012
134,13.2012
132,13.2012
129,13.2012
148,13.2336
148,13.2336
148,13.2336
148,13.2336
148,13.2336
147,13.2336
146,13.2336
146,13.2336
144,13.2336
143,13.2336
143,13.2336
142,13.2336
140,13.2336
140,13.2336
139,13.2336
138,13.2336
131,13.2336
109,13.2336
149,13.2696
149,13.2696
149,13.2696
148,13.2696
147,13.2696
147,13.2696
146,13.2696
146,13.2696
145,13.2696
145,13.2696
144,13.2696
143,13.2696
143,13.2696
142,13.2696
141,13.2696
141,13.2696
140,13.2696
138,13.2696
138,13.2696
131,13.2696
131,13.2696
149,13.302
149,13.302
149,13.302
147,13.302
147,13.302
146,13.302
144,13.302
143,13.302
143,13.302
141,13.302
140,13.302
138,13.302
137,13.302
137,13.302
133,13.302
149,13.3344
148,13.3344
148,13.3344
147,13.3344
147,13.3344
146,13.3344
146,13.3344
146,13.3344
145,13.3344
144,13.3344
142,13.3344
142,13.3344
141,13.3344
138,13.3344
135,13.3344
135,13.3344
149,13.3704
148,13.3704
145,13.3704
143,13.3704
140,13.3704
139,13.3704
137,13.3704
134,13.3704
120,13.3704
148,13.4028
148,13.4028
146,13.4028
145,13.4028
145,13.4028
144,13.4028
142,13.4028
140,13.4028
139,13.4028
138,13.4028
136,13.4028
147,13.4352
147,13.4352
145,13.4352
144,13.4352
143,13.4352
143,13.4352
143,13.4352
141,13.4352
140,13.4352
139,13.4352
138,13.4352
137,13.4352
133,13.4352
120,13.4352
96,13.4352
149,13.4712
149,13.4712
149,13.4712
148,13.4712
148,13.4712
148,13.4712
147,13.4712
147,13.4712
146,13.4712
145,13.4712
145,13.4712
145,13.4712
141,13.4712
141,13.4712
141,13.4712
139,13.4712
136,13.4712
121,13.4712
148,13.5036
148,13.5036
147,13.5036
147,13.5036
147,13.5036
147,13.5036
147,13.5036
142,13.5036
141,13.5036
141,13.5036
140,13.5036
139,13.5036
128,13.5036
96,13.5036
149,13.536
149,13.536
149,13.536
148,13.536
148,13.536
147,13.536
146,13.536
145,13.536
145,13.536
144,13.536
143,13.536
142,13.536
141,13.536
141,13.536
140,13.536
134,13.536
132,13.536
66,13.536
149,13.572
149,13.572
149,13.572
149,13.572
149,13.572
148,13.572
148,13.572
147,13.572
145,13.572
141,13.572
140,13.572
138,13.572
138,13.572
149,13.6044
149,13.6044
148,13.6044
148,13.6044
146,13.6044
146,13.6044
143,13.6044
143,13.6044
141,13.6044
139,13.6044
139,13.6044
145,13.6368
145,13.6368
138,13.6368
137,13.6368
135,13.6368
149,13.6728
149,13.6728
149,13.6728
148,13.6728
147,13.6728
146,13.6728
145,13.6728
143,13.6728
142,13.6728
141,13.6728
140,13.6728
130,13.6728
116,13.6728
149,13.7052
148,13.7052
148,13.7052
148,13.7052
148,13.7052
147,13.7052
146,13.7052
146,13.7052
146,13.7052
144,13.7052
143,13.7052
143,13.7052
142,13.7052
142,13.7052
142,13.7052
141,13.7052
139,13.7052
138,13.7052
135,13.7052
130,13.7052
149,13.7376
149,13.7376
147,13.7376
147,13.7376
146,13.7376
144,13.7376
141,13.7376
140,13.7376
139,13.7376
137,13.7376
134,13.7376
122,13.7376
122,13.7376
148,13.7736
145,13.7736
145,13.7736
142,13.7736
105,13.7736
149,13.806
148,13.806
148,13.806
148,13.806
148,13.806
146,13.806
146,13.806
146,13.806
141,13.806
140,13.806
132,13.806
148,13.8384
148,13.8384
147,13.8384
147,13.8384
147,13.8384
146,13.8384
146,13.8384
141,13.8384
136,13.8384
135,13.8384
124,13.8384
98,13.8384
148,13.8744
147,13.8744
147,13.8744
145,13.8744
143,13.8744
142,13.8744
140,13.8744
117,13.8744
149,13.9068
144,13.9068
140,13.9068
148,13.9392
138,13.9392
137,13.9392
149,13.9752
147,13.9752
147,13.9752
145,13.9752
143,13.9752
139,13.9752
128,13.9752
126,13.9752
110,13.9752
145,14.0076
144,14.0076
144,14.0076
141,14.0076
137,14.0076
148,14.04
147,14.04
145,14.04
145,14.04
147,14.076
139,14.076
139,14.076
149,14.1084
148,14.1084
148,14.1084
147,14.1084
145,14.1084
143,14.1084
136,14.1084
117,14.1084
149,14.1408
149,14.1408
150,14.3424
149,14.1408
147,14.1408
142,14.1408
139,14.1408
139,14.1408
149,14.1768
150,14.3784
148,14.1768
142,14.1768
147,14.2092
150,14.4108
146,14.2092
144,14.2092
144,14.2092
146,14.2416
139,14.2416
147,14.2776
147,14.2776
146,14.2776
146,14.2776
141,14.2776
128,14.2776
84,14.2776
149,14.31
144,14.31
143,14.31
110,14.31
146,14.3424
144,14.3424
144,14.3424
143,14.3424
129,14.3424
128,14.3424
147,14.3784
145,14.3784
142,14.3784
149,14.4108
148,14.4108
150,14.7456
145,14.4108
140,14.4108
150,14.7816
119,14.4108
147,14.4432
139,14.4432
115,14.4432
149,14.4792
148,14.4792
149,14.5116
150,15.0156
149,14.5116
149,14.5116
149,14.5116
148,14.5116
146,14.5116
146,14.5116
148,14.544
149,14.58
143,14.58
149,14.6124
145,14.6124
144,14.6124
141,14.6124
149,14.6448
139,14.6808
147,14.7132
147,14.7456
144,14.7456
134,14.7816
85,14.7816
148,14.814
149,14.8464
148,14.9796
148,14.9796
142,14.9796
150,20.3544
124,14.9796
144,15.0156
137,15.0156
148,15.0804
137,15.1812
125,15.1812
148,15.2172
145,15.2172
136,15.2496
149,15.318
140,15.318
127,15.3504
147,15.3828
148,15.5844
142,15.7212
93,15.7536
103,15.786
121,15.9552
148,15.9876
133,16.0236
146,16.4592
105,16.9308
132,18.0036
141,18.1404
149,18.2736
121,18.7452
146,18.9108
147,20.7936
147,21.1608
